#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2013 09 22 13 50 999 99.0 99.0  1.03  4.17  4.34 335 1008.6  19.2  21.6  15.4 99.0 99.00
2013 09 22 14 50 999 99.0 99.0  0.96  6.25  4.39 124 1008.9  19.1  21.6  15.1 99.0 99.00
2013 09 22 15 50 999 99.0 99.0  1.00  4.17  4.17 338 1008.8  19.0  21.7  15.1 99.0 99.00
2013 09 22 16 50 999 99.0 99.0  1.00  4.00  4.08 340 1009.0  19.1  21.7  14.6 99.0 99.00
2013 09 22 17 50 999 99.0 99.0  1.03  4.35  4.07 333 1008.9  19.4  21.7  13.3 99.0 99.00
2013 09 22 18 50 999 99.0 99.0  1.01  4.00  4.02 340 1008.5  19.7  21.7  12.7 99.0 99.00
2013 09 22 19 50 999 99.0 99.0  1.09  4.35  4.04 312 1008.6  20.2  21.7  10.9 99.0 99.00
2013 09 22 20 50 999 99.0 99.0  1.09  4.17  4.14 322 1008.9  20.4  21.7  10.2 99.0 99.00
2013 09 22 21 50 999 99.0 99.0  1.00  4.17  4.12 320 1009.3  20.4  21.7  11.3 99.0 99.00
2013 09 22 22 50 999 99.0 99.0  1.12  4.17  4.08 326 1009.9  20.2  21.6  10.1 99.0 99.00
2013 09 22 23 50 999 99.0 99.0  1.10  4.55  4.18 319 1010.6  19.8  21.6  10.1 99.0 99.00
2013 09 23 00 50 999 99.0 99.0  0.96  4.17  4.19 340 1011.3  19.5  21.6   9.4 99.0 99.00
2013 09 23 01 50 999 99.0 99.0  0.93  4.55  4.20 338 1011.6  19.3  21.6   9.3 99.0 99.00
2013 09 23 02 50 999 99.0 99.0  1.10  4.55  4.14   1 1011.8  19.2  21.6   9.3 99.0 99.00
2013 09 23 03 50 999 99.0 99.0  1.06  4.55  4.14  13 1011.9  18.6  21.5   9.2 99.0 99.00
2013 09 23 04 50 999 99.0 99.0  1.22  4.35  4.17  15 1012.4  17.9  21.4   9.8 99.0 99.00
2013 09 23 05 50 999 99.0 99.0  1.44  5.26  4.44  32 1013.0  17.3  21.4   9.4 99.0 99.00
2013 09 23 06 50 999 99.0 99.0  1.42  5.00  4.39  25 1013.2  16.5  21.3   9.7 99.0 99.00
2013 09 23 07 50 999 99.0 99.0  1.44  5.56  4.46  30 1013.5  15.5  21.2   8.9 99.0 99.00
2013 09 23 08 50 999 99.0 99.0  1.46  5.26  4.34  27 1013.6  15.1  21.1   8.6 99.0 99.00
2013 09 23 09 50 999 99.0 99.0  1.54  5.26  4.43  37 1014.2  14.5  21.1   8.0 99.0 99.00
2013 09 23 10 50 999 99.0 99.0  1.62  5.56  4.55  35 1015.1  14.4  21.0   8.4 99.0 99.00
2013 09 23 11 50 999 99.0 99.0  1.55  5.88  4.61  25 1015.5  14.3  20.9   7.9 99.0 99.00
2013 09 23 12 50 999 99.0 99.0  1.59  6.25  4.64  35 1016.2  14.1  20.9   7.9 99.0 99.00
2013 09 23 13 50 999 99.0 99.0  1.50  5.88  4.56  33 1016.5  14.1  20.9   7.7 99.0 99.00
2013 09 23 14 50 999 99.0 99.0  1.50  5.88  4.80  25 1016.9  14.1  20.9   7.5 99.0 99.00
2013 09 23 15 50 999 99.0 99.0  1.34  5.88  4.66  36 1017.3  14.0  21.0   7.0 99.0 99.00
2013 09 23 16 50 999 99.0 99.0  1.20  5.56  4.58  26 1017.0  14.3  21.0   6.5 99.0 99.00
2013 09 23 17 50 999 99.0 99.0  1.06  5.56  4.51  38 1016.7  14.8  21.1   6.9 99.0 99.00
2013 09 23 18 50 999 99.0 99.0  1.08  5.26  4.54  29 1016.3  15.2  21.1   7.7 99.0 99.00
2013 09 23 19 50 999 99.0 99.0  1.03  5.88  4.41  45 1016.2  15.9  21.2   7.2 99.0 99.00
2013 09 23 20 50 999 99.0 99.0  1.00  5.26  4.43  36 1016.2  16.6  21.2   7.6 99.0 99.00
2013 09 23 21 50 999 99.0 99.0  1.00  6.25  4.40  75 1016.3  17.4  21.2   8.2 99.0 99.00
2013 09 23 22 50 999 99.0 99.0  0.98  5.88  4.24  53 1016.5  17.6  21.2   9.0 99.0 99.00
2013 09 23 23 50 999 99.0 99.0  0.95  3.70  4.25 340 1016.8  17.7  21.3   8.9 99.0 99.00
2013 09 24 00 50 999 99.0 99.0  0.93  6.25  4.31  69 1017.3  17.6  21.3   9.2 99.0 99.00
2013 09 24 01 50 999 99.0 99.0  0.84  5.56  4.30  38 1017.3  17.7  21.2   9.4 99.0 99.00
2013 09 24 02 50 999 99.0 99.0  0.90  5.56  4.31  42 1017.3  17.7  21.1   9.8 99.0 99.00
2013 09 24 03 50 999 99.0 99.0  0.83  5.56  4.25  41 1017.3  17.7  21.1  10.0 99.0 99.00
2013 09 24 04 50 999 99.0 99.0  0.77  5.26  4.24  51 1017.5  17.4  21.1   9.2 99.0 99.00
2013 09 24 05 50 999 99.0 99.0  0.80  9.09  4.03  69 1017.7  16.4  21.1   9.2 99.0 99.00
2013 09 24 06 50 999 99.0 99.0  0.84  8.33  4.09 100 1017.7  15.9  21.1   8.7 99.0 99.00
2013 09 24 07 50 999 99.0 99.0  0.94  4.55  4.37  34 1017.5  15.3  21.1   8.7 99.0 99.00
2013 09 24 08 50 999 99.0 99.0  0.87 10.81  4.26  97 1017.5  14.7  21.0   8.1 99.0 99.00
2013 09 24 09 50 999 99.0 99.0  0.86 10.00  4.39  63 1017.7  14.3  20.9   8.3 99.0 99.00
2013 09 24 10 50 999 99.0 99.0  0.85  9.09  4.24 146 1017.8  13.9  20.3   8.4 99.0 99.00
2013 09 24 11 50 999 99.0 99.0  0.88  9.09  4.64  98 1018.1  13.7  19.9   8.2 99.0 99.00
2013 09 24 12 50 999 99.0 99.0  0.80  9.09  4.31  59 1018.3  13.6  19.8   8.2 99.0 99.00
2013 09 24 13 50 999 99.0 99.0  0.88  9.09  4.47 124 1018.0  13.6  19.8   8.9 99.0 99.00
2013 09 24 14 50 999 99.0 99.0  0.89 10.00  4.24 124 1018.0  13.9  19.8   9.1 99.0 99.00
2013 09 24 15 50 999 99.0 99.0  0.92 10.00  4.46 108 1017.6  14.0  19.9   8.6 99.0 99.00
2013 09 24 16 50 999 99.0 99.0  0.91  9.09  4.61 121 1017.1  14.4  19.9   9.2 99.0 99.00
2013 09 24 17 50 999 99.0 99.0  0.86  9.09  4.65 109 1016.1  14.9  20.0   9.2 99.0 99.00
2013 09 24 18 50 999 99.0 99.0  0.82 10.00  4.83 100 1015.2  15.5  20.0   9.5 99.0 99.00
2013 09 24 19 50 999 99.0 99.0  0.82  8.33  4.93 115 1014.7  16.5  20.1  10.0 99.0 99.00
2013 09 24 20 50 999 99.0 99.0  0.80 10.81  5.02  80 1014.2  17.4  20.1   9.2 99.0 99.00
2013 09 24 21 50 999 99.0 99.0  0.82  9.09  5.40 102 1013.8  18.2  20.1   9.1 99.0 99.00
2013 09 24 22 50 999 99.0 99.0  0.80  9.09  5.51 105 1014.1  18.3  20.0  10.4 99.0 99.00
2013 09 24 23 50 999 99.0 99.0  0.68  9.09  5.67  93 1014.2  18.5  20.0  11.0 99.0 99.00
2013 09 25 00 50 999 99.0 99.0  0.67  9.09  6.06 109 1014.4  18.7  19.9  11.6 99.0 99.00
2013 09 25 01 50 999 99.0 99.0  0.64  9.09  5.77 102 1014.4  19.2  19.9   9.5 99.0 99.00
2013 09 25 02 50 999 99.0 99.0  0.67 10.00  5.27  88 1014.1  18.8  19.9  10.4 99.0 99.00
2013 09 25 03 50 999 99.0 99.0  0.69  9.09  5.46 100 1013.9  18.6  19.9  10.3 99.0 99.00
2013 09 25 04 50 999 99.0 99.0  0.60  8.33  4.86 117 1014.2  18.5  19.9  11.5 99.0 99.00
2013 09 25 05 50 999 99.0 99.0  0.63  9.09  4.69  93 1014.1  18.1  19.9  12.1 99.0 99.00
2013 09 25 06 50 999 99.0 99.0  0.60 10.00  4.52  81 1013.8  18.3  19.9  12.2 99.0 99.00
2013 09 25 07 50 999 99.0 99.0  0.64  9.09  4.28  87 1013.3  18.0  19.8  12.9 99.0 99.00
2013 09 25 08 50 999 99.0 99.0  0.60  9.09  4.27  93 1013.2  18.0  19.8  13.7 99.0 99.00
2013 09 25 09 50 999 99.0 99.0  0.62  9.09  4.37  86 1013.3  18.4  19.7  11.4 99.0 99.00
2013 09 25 10 50 999 99.0 99.0  0.59  9.09  4.59  88 1013.5  18.0  19.7  11.8 99.0 99.00
2013 09 25 11 50 999 99.0 99.0  0.55 10.00  4.40  99 1013.8  17.8  19.7  12.1 99.0 99.00
2013 09 25 12 50 999 99.0 99.0  0.54 10.00  4.69  82 1013.8  17.7  19.7  12.8 99.0 99.00
2013 09 25 13 50 999 99.0 99.0  0.56  9.09  5.03  90 1013.8  17.8  19.7  13.2 99.0 99.00
2013 09 25 14 50 999 99.0 99.0  0.53  9.09  5.23  98 1014.3  17.9  19.9  13.5 99.0 99.00
2013 09 25 15 50 999 99.0 99.0  0.54 10.00  5.87 112 1014.1  17.8  20.0  13.8 99.0 99.00
2013 09 25 16 50 999 99.0 99.0  0.45 10.00  5.34 117 1013.9  17.9  20.2  14.0 99.0 99.00
2013 09 25 17 50 999 99.0 99.0  0.51 10.00  6.19 109 1013.2  17.8  20.3  13.5 99.0 99.00
2013 09 25 18 50 999 99.0 99.0  0.50  9.09  5.22  92 1012.6  18.4  20.4  15.3 99.0 99.00
2013 09 25 19 50 999 99.0 99.0  0.54  9.09  5.20  77 1012.6  19.6  20.4  13.1 99.0 99.00
2013 09 25 20 50 999 99.0 99.0  0.58  9.09  4.99 118 1012.4  19.7  20.4  12.9 99.0 99.00
2013 09 25 21 50 999 99.0 99.0  0.53 10.00  4.86 120 1012.4  19.6  20.3  12.4 99.0 99.00
2013 09 25 22 50 999 99.0 99.0  0.55 10.81  4.88 141 1012.6  19.5  20.3  12.6 99.0 99.00
2013 09 25 23 50 999 99.0 99.0  0.53 10.00  5.05 103 1012.5  19.5  20.1  12.6 99.0 99.00
2013 09 26 00 50 999 99.0 99.0  0.52  9.09  5.48 133 1013.0  19.6  20.0  12.5 99.0 99.00
2013 09 26 01 50 999 99.0 99.0  0.51 10.81  5.34 127 1013.1  19.6  19.9  12.5 99.0 99.00
2013 09 26 02 50 999 99.0 99.0  0.51 10.81  5.61 141 1013.5  19.6  19.9  12.0 99.0 99.00
2013 09 26 03 50 999 99.0 99.0  0.52  8.33  5.74  98 1013.5  19.6  19.9  12.5 99.0 99.00
2013 09 26 04 50 999 99.0 99.0  0.54 10.00  5.95 100 1013.3  19.6  19.9  12.8 99.0 99.00
2013 09 26 05 50 999 99.0 99.0  0.56 10.00  5.25 114 1013.4  19.7  19.9  12.7 99.0 99.00
2013 09 26 06 50 999 99.0 99.0  0.61 10.00  5.61  90 1013.1  19.7  19.9  12.7 99.0 99.00
2013 09 26 07 50 999 99.0 99.0  0.55 10.00  5.52 119 1012.8  19.7  19.8  11.7 99.0 99.00
2013 09 26 08 50 999 99.0 99.0  0.48  9.09  5.02 121 1013.1  19.4  19.8  11.8 99.0 99.00
2013 09 26 09 50 999 99.0 99.0  0.50 10.00  5.17 107 1013.3  19.3  19.8  12.7 99.0 99.00
2013 09 26 10 50 999 99.0 99.0  0.51 10.81  4.51  81 1013.6  19.1  19.7  14.0 99.0 99.00
2013 09 26 11 50 999 99.0 99.0  0.53 10.00  3.89  96 1014.2  19.2  19.7  14.0 99.0 99.00
2013 09 26 12 50 999 99.0 99.0  0.58  9.09  3.76  69 1014.7  19.5  19.6  13.5 99.0 99.00
2013 09 26 13 50 999 99.0 99.0  0.56  9.09  3.84  76 1015.3  19.8  19.6  12.8 99.0 99.00
2013 09 26 14 50 999 99.0 99.0  0.57 10.00  3.82 150 1015.5  19.9  19.7  11.7 99.0 99.00
2013 09 26 15 50 999 99.0 99.0  0.56 10.00  4.03  88 1015.6  20.0  19.8  11.7 99.0 99.00
2013 09 26 16 50 999 99.0 99.0  0.53  3.33  4.00  75 1015.7  20.0  19.9  12.6 99.0 99.00
2013 09 26 17 50 999 99.0 99.0  0.53 10.81  3.97 147 1015.6  19.7  20.1  13.2 99.0 99.00
2013 09 26 18 50 999 99.0 99.0  0.55 10.81  3.75 108 1015.7  19.7  20.4  13.1 99.0 99.00
2013 09 26 19 50 999 99.0 99.0  0.52 10.00  4.06 112 1015.7  19.6  20.5  14.1 99.0 99.00
2013 09 26 20 50 999 99.0 99.0  0.55 10.81  3.72 170 1015.8  19.6  20.4  14.3 99.0 99.00
2013 09 26 21 50 999 99.0 99.0  0.64  3.33  3.68  53 1016.3  19.5  20.3  14.3 99.0 99.00
2013 09 26 22 50 999 99.0 99.0  0.61  3.45  3.76  60 1016.6  19.5  20.2  14.2 99.0 99.00
2013 09 26 23 50 999 99.0 99.0  0.64  3.45  3.78  63 1017.0  19.3  20.1  14.5 99.0 99.00
2013 09 27 00 50 999 99.0 99.0  0.73  3.85  3.95  80 1017.7  19.3  20.1  14.1 99.0 99.00
2013 09 27 01 50 999 99.0 99.0  0.69  4.00  4.04  82 1017.9  19.3  20.3  13.7 99.0 99.00
2013 09 27 02 50 999 99.0 99.0  0.65  4.17  4.03  93 1018.1  19.4  20.5  13.3 99.0 99.00
2013 09 27 03 50 999 99.0 99.0  0.71  4.00  4.11  90 1018.3  19.2  20.8  13.9 99.0 99.00
2013 09 27 04 50 999 99.0 99.0  0.80  5.26  4.13 107 1018.3  18.9  20.8  13.3 99.0 99.00
2013 09 27 05 50 999 99.0 99.0  0.89  5.26  4.14 107 1018.5  18.8  20.8  12.7 99.0 99.00
2013 09 27 06 50 999 99.0 99.0  0.88  5.56  4.23  97 1018.4  18.5  20.7  12.5 99.0 99.00
2013 09 27 07 50 999 99.0 99.0  1.06  5.56  4.40 106 1018.4  18.3  20.6  11.9 99.0 99.00
2013 09 27 08 50 999 99.0 99.0  1.12  5.26  4.39 101 1018.6  18.2  20.6  10.9 99.0 99.00
2013 09 27 09 50 999 99.0 99.0  1.27  6.25  4.49 110 1019.2  18.2  20.5  10.6 99.0 99.00
2013 09 27 10 50 999 99.0 99.0  1.26  5.56  4.49  96 1019.9  18.4  20.6  11.2 99.0 99.00
2013 09 27 11 50 999 99.0 99.0  1.18  5.88  4.51  90 1020.5  18.5  20.6  10.7 99.0 99.00
2013 09 27 12 50 999 99.0 99.0  1.25  5.88  4.70  90 1021.1  18.6  20.7  11.6 99.0 99.00
2013 09 27 13 50 999 99.0 99.0  1.32  5.88  4.46  86 1021.6  18.7  20.8  11.3 99.0 99.00
2013 09 27 14 50 999 99.0 99.0  1.23  5.26  4.49  83 1022.1  18.7  20.9  11.2 99.0 99.00
2013 09 27 15 50 999 99.0 99.0  1.30  5.88  4.54  78 1022.2  18.5  21.0  12.0 99.0 99.00
2013 09 27 16 50 999 99.0 99.0  1.25  6.25  4.62  93 1022.1  18.2  21.0  12.8 99.0 99.00
2013 09 27 17 50 999 99.0 99.0  1.30  5.88  4.78  77 1021.6  18.5  21.0  12.1 99.0 99.00
2013 09 27 18 50 999 99.0 99.0  1.22  6.25  4.47  91 1020.9  18.7  21.0  12.3 99.0 99.00
2013 09 27 19 50 999 99.0 99.0  1.26  5.56  4.51  86 1021.2  18.7  21.0  12.6 99.0 99.00
2013 09 27 20 50 999 99.0 99.0  1.35  5.56  4.64  80 1021.4  18.7  21.0  12.7 99.0 99.00
2013 09 27 21 50 999 99.0 99.0  1.44  6.67  4.79  87 1021.5  18.6  21.0  12.6 99.0 99.00
2013 09 27 22 50 999 99.0 99.0  1.40  6.25  4.62  90 1021.9  18.4  20.9  12.3 99.0 99.00
2013 09 27 23 50 999 99.0 99.0  1.48  6.67  4.69  87 1022.2  18.3  20.8  12.6 99.0 99.00
2013 09 28 00 50 999 99.0 99.0  1.59  5.88  4.81  83 1022.7  18.4  20.7  11.7 99.0 99.00
2013 09 28 01 50 999 99.0 99.0  1.55  6.67  4.66  92 1022.9  18.3  20.5  11.5 99.0 99.00
2013 09 28 02 50 999 99.0 99.0  1.57  6.25  4.91  78 1023.2  18.2  20.4  12.1 99.0 99.00
2013 09 28 03 50 999 99.0 99.0  1.54  6.25  4.91  89 1023.2  18.5  20.4  12.2 99.0 99.00
2013 09 28 04 50 999 99.0 99.0  1.44  6.67  4.75  67 1023.0  18.4  20.5  11.9 99.0 99.00
2013 09 28 05 50 999 99.0 99.0  1.46  6.25  4.89  74 1022.8  18.5  20.5  12.2 99.0 99.00
2013 09 28 06 50 999 99.0 99.0  1.33  6.25  4.88  74 1022.5  18.6  20.5  12.8 99.0 99.00
2013 09 28 07 50 999 99.0 99.0  1.27  7.14  4.55  76 1022.3  18.5  20.5  13.5 99.0 99.00
2013 09 28 08 50 999 99.0 99.0  1.35  6.67  4.71  98 1022.6  18.1  20.5  13.5 99.0 99.00
2013 09 28 09 50 999 99.0 99.0  1.44  7.69  4.92  92 1022.7  18.9  20.5  13.3 99.0 99.00
2013 09 28 10 50 999 99.0 99.0  1.55  6.67  5.14  90 1023.3  18.6  20.5  13.8 99.0 99.00
2013 09 28 11 50 999 99.0 99.0  1.59  7.69  4.99  82 1023.7  18.5  20.4  13.0 99.0 99.00
2013 09 28 12 50 999 99.0 99.0  1.69  6.67  5.04  87 1024.1  18.6  20.2  12.6 99.0 99.00
2013 09 28 13 50 999 99.0 99.0  1.66  7.69  4.86  91 1024.6  18.6  20.2  13.3 99.0 99.00
2013 09 28 14 50 999 99.0 99.0  1.66  6.67  4.86  68 1024.8  18.6  20.3  13.5 99.0 99.00
2013 09 28 15 50 999 99.0 99.0  1.74  7.14  4.96  79 1024.8  18.6  20.3  13.0 99.0 99.00
2013 09 28 16 50 999 99.0 99.0  1.72  6.67  4.95  72 1024.6  18.4  20.4  12.6 99.0 99.00
2013 09 28 17 50 999 99.0 99.0  1.69  5.88  4.91  57 1024.1  18.3  20.4  12.7 99.0 99.00
2013 09 28 18 50 999 99.0 99.0  1.74  6.67  4.89  69 1023.7  18.4  20.5  13.4 99.0 99.00
2013 09 28 19 50 999 99.0 99.0  1.58  6.25  4.83  81 1023.3  18.5  20.6  13.0 99.0 99.00
2013 09 28 20 50 999 99.0 99.0  1.54  6.67  4.82  79 1023.3  18.5  20.5  13.2 99.0 99.00
2013 09 28 21 50 999 99.0 99.0  1.49  6.67  4.72  71 1023.2  18.6  20.6  13.4 99.0 99.00
2013 09 28 22 50 999 99.0 99.0  1.51  5.56  4.82  75 1023.2  18.5  20.5  13.7 99.0 99.00
2013 09 28 23 50 999 99.0 99.0  1.45  5.00  4.86  76 1023.2  18.7  20.4  14.1 99.0 99.00
2013 09 29 00 50 999 99.0 99.0  1.50  7.14  4.90  76 1023.1  18.9  20.2  14.3 99.0 99.00
2013 09 29 01 50 999 99.0 99.0  1.60  6.67  5.07  98 1022.9  19.1  20.0  14.8 99.0 99.00
2013 09 29 02 50 999 99.0 99.0  1.56  6.25  5.19  73 1022.5  19.3  20.0  15.1 99.0 99.00
2013 09 29 03 50 999 99.0 99.0  1.54  5.88  4.99  69 1022.0  19.7  20.0  13.3 99.0 99.00
2013 09 29 04 50 999 99.0 99.0  1.58  7.14  5.24  89 1021.7  19.5  19.9  14.4 99.0 99.00
2013 09 29 05 50 999 99.0 99.0  1.63  6.67  5.06  93 1021.2  19.5  19.9  14.1 99.0 99.00
2013 09 29 06 50 999 99.0 99.0  1.60  6.67  5.20  69 1020.5  19.4  19.9  14.6 99.0 99.00
2013 09 29 07 50 999 99.0 99.0  1.62  6.25  5.39  83 1020.2  19.3  19.9  14.8 99.0 99.00
2013 09 29 08 50 999 99.0 99.0  1.59  8.33  5.71  93 1019.9  19.2  19.8  14.9 99.0 99.00
2013 09 29 09 50 999 99.0 99.0  1.49  8.33  5.35  93 1020.0  19.3  19.8  14.1 99.0 99.00
2013 09 29 10 50 999 99.0 99.0  1.52  9.09  5.44 106 1020.2  19.2  19.8  12.8 99.0 99.00
2013 09 29 11 50 999 99.0 99.0  1.62  8.33  5.76  88 1020.5  19.2  19.8  12.8 99.0 99.00
2013 09 29 12 50 999 99.0 99.0  1.51  7.69  5.45  95 1020.9  19.1  19.8  12.8 99.0 99.00
2013 09 29 13 50 999 99.0 99.0  1.63  9.09  5.55  90 1020.9  18.8  19.8  13.1 99.0 99.00
2013 09 29 14 50 999 99.0 99.0  1.59  7.14  5.48  95 1020.8  18.7  19.8  12.5 99.0 99.00
2013 09 29 15 50 999 99.0 99.0  1.54  9.09  5.49  97 1020.3  18.5  19.8  11.5 99.0 99.00
2013 09 29 16 50 999 99.0 99.0  1.52  7.69  5.33  89 1020.5  18.4  19.8  11.2 99.0 99.00
2013 09 29 17 50 999 99.0 99.0  1.61  9.09  5.20 103 1019.8  18.3  19.8  10.8 99.0 99.00
2013 09 29 18 50 999 99.0 99.0  1.64  7.69  5.31  94 1019.2  18.2  19.8  10.8 99.0 99.00
2013 09 29 19 50 999 99.0 99.0  1.73  9.09  5.45 115 1018.7  18.2  19.8  10.6 99.0 99.00
2013 09 29 20 50 999 99.0 99.0  1.70  8.33  5.33  97 1018.4  18.1  19.8  11.1 99.0 99.00
2013 09 29 21 50 999 99.0 99.0  1.62  9.09  5.26 110 1018.4  18.0  19.7  11.8 99.0 99.00
2013 09 29 22 50 999 99.0 99.0  1.73  9.09  5.49 109 1018.2  17.7  19.6  12.5 99.0 99.00
2013 09 29 23 50 999 99.0 99.0  1.67  6.67  5.41  92 1018.1  17.8  19.6  12.4 99.0 99.00
2013 09 30 00 50 999 99.0 99.0  1.70  6.25  5.49 100 1018.3  17.8  19.4  12.4 99.0 99.00
2013 09 30 01 50 999 99.0 99.0  1.49  8.33  5.19 103 1018.1  17.9  19.4  12.5 99.0 99.00
2013 09 30 02 50 999 99.0 99.0  1.64  8.33  5.50 104 1017.9  18.0  19.5  12.6 99.0 99.00
2013 09 30 03 50 999 99.0 99.0  1.60  6.25  5.34 105 1017.3  18.1  19.5  11.3 99.0 99.00
2013 09 30 04 50 999 99.0 99.0  1.56  7.14  5.29 105 1017.1  18.1  19.5  11.7 99.0 99.00
2013 09 30 05 50 999 99.0 99.0  1.58 10.00  5.49  95 1017.1  18.2  19.5  11.5 99.0 99.00
2013 09 30 06 50 999 99.0 99.0  1.53  6.67  5.26  82 1016.8  18.4  19.5   9.3 99.0 99.00
2013 09 30 07 50 999 99.0 99.0  1.56  7.14  5.24  97 1016.6  18.4  19.4   9.6 99.0 99.00
2013 09 30 08 50 999 99.0 99.0  1.53 10.00  5.43 111 1016.5  18.3  19.4  11.0 99.0 99.00
2013 09 30 09 50 999 99.0 99.0  1.52  9.09  5.26  87 1016.7  18.3  19.4  12.1 99.0 99.00
2013 09 30 10 50 999 99.0 99.0  1.49 10.00  5.21  94 1016.6  18.3  19.4  12.7 99.0 99.00
2013 09 30 11 50 999 99.0 99.0  1.54 10.00  5.24 101 1017.0  18.3  19.4  12.1 99.0 99.00
2013 09 30 12 50 999 99.0 99.0  1.49  9.09  5.23  82 1017.5  18.2  19.4  12.8 99.0 99.00
2013 09 30 13 50 999 99.0 99.0  1.31  9.09  4.94  94 1017.6  18.0  19.5  13.5 99.0 99.00
2013 09 30 14 50 999 99.0 99.0  1.44  8.33  5.23  93 1017.8  18.0  19.6  14.0 99.0 99.00
2013 09 30 15 50 999 99.0 99.0  1.40 10.00  5.10  82 1017.7  17.5  19.6  15.0 99.0 99.00
2013 09 30 16 50 999 99.0 99.0  1.34  8.33  5.16 102 1017.2  17.6  19.6  14.8 99.0 99.00
2013 09 30 17 50 999 99.0 99.0  1.38 10.00  5.35 101 1016.9  17.9  19.5  14.4 99.0 99.00
2013 09 30 18 50 999 99.0 99.0  1.40  8.33  5.50 101 1016.6  18.1  19.5  14.1 99.0 99.00
2013 09 30 19 50 999 99.0 99.0  1.30  9.09  5.62  94 1016.2  18.5  19.5  13.4 99.0 99.00
2013 09 30 20 50 999 99.0 99.0  1.34 10.81  5.89 114 1016.3  18.7  19.5  13.5 99.0 99.00
2013 09 30 21 50 999 99.0 99.0  1.27 10.00  5.93 107 1016.3  18.7  19.5  13.0 99.0 99.00
2013 09 30 22 50 999 99.0 99.0  1.19  7.14  5.92  80 1016.3  18.4  19.5  13.9 99.0 99.00
2013 09 30 23 50 999 99.0 99.0  1.15  8.33  5.97 103 1016.7  18.4  19.5  14.1 99.0 99.00
2013 10 01 00 50 999 99.0 99.0  1.19  9.09  6.17  93 1017.1  18.4  19.4  14.2 99.0 99.00
2013 10 01 01 50 999 99.0 99.0  1.19  9.09  6.21 102 1017.5  18.2  19.4  14.2 99.0 99.00
2013 10 01 02 50 999 99.0 99.0  1.23 10.00  6.28  90 1017.5  18.2  19.3  14.3 99.0 99.00
2013 10 01 03 50 999 99.0 99.0  1.31  7.69  6.19 110 1017.4  18.2  19.3  14.4 99.0 99.00
2013 10 01 04 50 999 99.0 99.0  1.30 10.00  6.64  98 1017.2  18.4  19.2  13.8 99.0 99.00
2013 10 01 05 50 999 99.0 99.0  1.28  9.09  6.53 104 1017.3  18.7  19.2  13.7 99.0 99.00
2013 10 01 06 50 999 99.0 99.0  1.24  9.09  6.85 106 1016.8  18.5  19.2  14.9 99.0 99.00
2013 10 01 07 50 999 99.0 99.0  1.24 10.00  6.72 102 1016.8  18.4  19.3  15.0 99.0 99.00
2013 10 01 08 50 999 99.0 99.0  1.11  7.69  6.24 102 1017.0  18.6  19.3  14.0 99.0 99.00
2013 10 01 09 50 999 99.0 99.0  1.24  8.33  6.25 107 1017.3  18.2  19.3  14.9 99.0 99.00
2013 10 01 10 50 999 99.0 99.0  1.09  9.09  5.90 104 1017.5  18.4  19.3  15.6 99.0 99.00
2013 10 01 11 50 999 99.0 99.0  1.16 10.00  5.81  80 1017.8  18.6  19.3  15.2 99.0 99.00
2013 10 01 12 50 999 99.0 99.0  1.03  8.33  5.82  88 1018.1  18.6  19.2  14.9 99.0 99.00
2013 10 01 13 50 999 99.0 99.0  1.01  9.09  5.76  88 1018.0  18.7  19.3  14.4 99.0 99.00
2013 10 01 14 50 999 99.0 99.0  0.99 10.00  5.73  78 1017.9  19.1  19.3  14.7 99.0 99.00
2013 10 01 15 50 999 99.0 99.0  1.04 10.00  6.20  92 1017.4  19.5  19.4  15.3 99.0 99.00
2013 10 01 16 50 999 99.0 99.0  1.14 10.00  6.85  80 1017.0  19.8  19.6  16.2 99.0 99.00
2013 10 01 17 50 999 99.0 99.0  1.23 10.00  7.24  70 1016.3  20.3  19.8  16.8 99.0 99.00
2013 10 01 18 50 999 99.0 99.0  1.21 10.00  7.61  88 1015.8  20.6  20.0  17.3 99.0 99.00
2013 10 01 19 50 999 99.0 99.0  1.18  9.09  7.61  80 1015.2  20.8  20.1  17.4 99.0 99.00
2013 10 01 20 50 999 99.0 99.0  1.19 10.00  7.60  83 1014.7  20.9  20.0  17.8 99.0 99.00
2013 10 01 21 50 999 99.0 99.0  0.97 10.00  6.96  89 1014.7  20.8  20.0  18.2 99.0 99.00
2013 10 01 22 50 999 99.0 99.0  1.03 10.00  7.11  72 1015.0  20.8  19.9  18.4 99.0 99.00
2013 10 01 23 50 999 99.0 99.0  0.85 10.00  6.39  71 1015.4  21.8  19.9  17.1 99.0 99.00
2013 10 02 00 50 999 99.0 99.0  0.90 10.00  6.60  73 1015.7  21.3  19.8  17.3 99.0 99.00
2013 10 02 01 50 999 99.0 99.0  0.81  8.33  5.95  91 1016.2  20.9  19.8  17.4 99.0 99.00
2013 10 02 02 50 999 99.0 99.0  0.75 10.00  6.31  89 1016.4  20.6  19.8  17.1 99.0 99.00
2013 10 02 03 50 999 99.0 99.0  0.79 10.00  6.22  89 1016.5  20.4  19.8  17.0 99.0 99.00
